,SOLUSDT,LTCUSDT,Spread,Zscore
408,154.21105584,84.74338934,4.215256708200002,1.5576904806701606
409,153.29087,84.60121537,3.5467187950999914,1.1148430513843652
410,153.377,84.96747057,2.984577091099993,0.7757376095351279
411,153.43323615,84.89,3.1779361499999936,0.7904285102993334
412,154.9206115,85.53087407,3.5309643961000177,0.872513297282407
413,154.07,85.67978096,2.4167877008000005,0.2810086428110551
414,154.55479176,85.66021639,2.9362087497000005,0.4707131316679484
415,154.746,86.2,2.171999999999997,0.029078375654813634
416,155.464,85.84,3.5271999999999935,0.6627610795946621
417,157.90818824,85.96,5.758988240000008,1.7901949545608868
418,156.887,85.34267362,5.830467692599996,1.839291563379578
419,158.78147142,85.54715145,7.363013353500008,2.5616662958736187
420,157.568,85.32881375,6.535999662500018,1.9076475337582577
421,156.92415019,84.99,6.491850190000008,1.6807779799301215
422,155.42981553,84.6047022,5.679492635999992,1.042325216620649
423,154.681,84.31,5.452300000000008,0.8198414700137696
424,155.61456736,84.82885548,5.467493160399982,0.7512084146742003
425,154.31435844,84.55370045,4.654308643500002,0.17144351238832997
426,153.553,84.24175744,4.445089331199995,0.005172865378207139
427,154.17448189,84.68078575,4.289491112500002,-0.13475267710436103
428,153.766,84.42,4.342599999999976,-0.11892852321070212
429,154.976,84.46158704,5.478990939200003,0.6171550912848874
430,154.0015172,84.16,5.0383171999999945,0.27069267577595224
431,154.67868602,84.37,5.343786019999982,0.41690385305421396
432,156.10133642,84.53,6.483236419999997,1.117343400343801
433,158.13372021,84.92,7.825320210000001,1.8029619117807647
434,157.767,84.66,7.9188000000000045,1.7082198978549266
435,157.988,85.04644367,7.455794704099986,1.2909539882853782
436,159.15771048,85.14217989,8.456052074700011,1.907895011178838
437,159.11213535,84.93639089,8.774723474699982,1.9233449789620376
438,157.3736773,86.09726564,4.981517117199985,-0.8131849418076904
