,sym_1,sym_2,p_value,t_value,critical_value,hedge_ratio,zero_crossing
819,HIFIUSDT,SKLUSDT,0.0,-4.57,-3.35,9.14,5
1039,1000SATSUSDT,ONEUSDT,0.04,-3.41,-3.35,0.02,5
944,EDUUSDT,CELOUSDT,0.01,-3.93,-3.35,0.76,5
339,YFIUSDT,ENJUSDT,0.01,-3.91,-3.35,19920.95,5
340,YFIUSDT,MATICUSDT,0.04,-3.41,-3.35,9652.39,5
93,LTCUSDT,USTCUSDT,0.01,-3.9,-3.35,4191.62,5
1074,XAIUSDT,MATICUSDT,0.01,-4.04,-3.35,1.1,5
406,UNFIUSDT,ZRXUSDT,0.04,-3.46,-3.35,7.53,5
276,BCHUSDT,BELUSDT,0.01,-4.11,-3.35,398.54,4
683,API3USDT,BELUSDT,0.04,-3.46,-3.35,1.97,4
1027,BLURUSDT,NKNUSDT,0.02,-3.61,-3.35,3.03,4
595,CVXUSDT,SKLUSDT,0.0,-5.37,-3.35,29.35,4
914,ARBUSDT,BICOUSDT,0.0,-4.42,-3.35,2.05,4
940,EDUUSDT,BELUSDT,0.02,-3.76,-3.35,0.51,4
1017,ORDIUSDT,BALUSDT,0.05,-3.35,-3.35,13.19,4
637,JOEUSDT,SKLUSDT,0.0,-5.4,-3.35,6.17,4
789,HFTUSDT,BELUSDT,0.0,-4.13,-3.35,0.25,4
1035,BLURUSDT,BELUSDT,0.01,-3.96,-3.35,0.32,4
638,JOEUSDT,CELOUSDT,0.01,-3.84,-3.35,0.69,4
475,QNTUSDT,IOTXUSDT,0.0,-4.13,-3.35,1688.98,4
401,INJUSDT,BICOUSDT,0.02,-3.7,-3.35,47.37,4
79,LTCUSDT,KEYUSDT,0.01,-4.01,-3.35,10937.47,4
1103,PORTALUSDT,BELUSDT,0.0,-4.29,-3.35,0.89,4
1002,NTRNUSDT,ZECUSDT,0.01,-3.95,-3.35,0.04,3
162,USDCUSDT,XLMUSDT,0.01,-4.03,-3.35,8.41,3
133,XLMUSDT,SLPUSDT,0.01,-3.88,-3.35,25.72,3
910,GLMUSDT,ADAUSDT,0.01,-3.93,-3.35,0.85,3
131,XLMUSDT,REEFUSDT,0.04,-3.47,-3.35,46.31,3
166,USDCUSDT,ICXUSDT,0.01,-3.93,-3.35,3.67,3
122,XLMUSDT,KAVAUSDT,0.04,-3.44,-3.35,0.15,3
136,XLMUSDT,YGGUSDT,0.0,-4.44,-3.35,0.11,3
954,SNTUSDT,EOSUSDT,0.04,-3.46,-3.35,0.05,3
918,RDNTUSDT,LRCUSDT,0.04,-3.43,-3.35,0.86,3
922,RDNTUSDT,SKLUSDT,0.0,-4.69,-3.35,2.43,3
146,XLMUSDT,LOOMUSDT,0.05,-3.36,-3.35,1.32,3
1093,PIXELUSDT,ADAUSDT,0.04,-3.41,-3.35,1.01,3
964,MAVUSDT,YFIUSDT,0.02,-3.71,-3.35,0.0,3
127,XLMUSDT,COMPUSDT,0.01,-4.05,-3.35,0.0,3
176,USDCUSDT,ZECUSDT,0.01,-3.95,-3.35,0.04,3
174,USDCUSDT,FETUSDT,0.01,-3.94,-3.35,0.42,3
932,EDUUSDT,DOGEUSDT,0.04,-3.41,-3.35,4.1,3
144,XLMUSDT,USTCUSDT,0.01,-4.04,-3.35,5.6,3
967,MAVUSDT,AVAXUSDT,0.0,-4.51,-3.35,0.01,3
608,JOEUSDT,IOTAUSDT,0.02,-3.7,-3.35,2.44,3
794,HFTUSDT,LINAUSDT,0.04,-3.39,-3.35,33.96,3
908,GASUSDT,REEFUSDT,0.03,-3.58,-3.35,2283.94,3
83,LTCUSDT,XVSUSDT,0.05,-3.35,-3.35,7.15,3
479,QNTUSDT,WOOUSDT,0.03,-3.52,-3.35,315.91,3
1060,ACEUSDT,ENJUSDT,0.01,-3.87,-3.35,17.94,3
715,API3USDT,CYBERUSDT,0.01,-3.95,-3.35,0.25,3
476,QNTUSDT,ZENUSDT,0.03,-3.49,-3.35,10.92,3
471,QNTUSDT,LTCUSDT,0.03,-3.49,-3.35,1.24,3
725,TUSDT,BTCUSDT,0.02,-3.63,-3.35,0.0,3
731,ASTRUSDT,REEFUSDT,0.05,-3.36,-3.35,45.53,3
223,DOGEUSDT,XVGUSDT,0.0,-4.37,-3.35,23.74,3
41,BTCUSDT,SKLUSDT,0.02,-3.72,-3.35,643282.63,3
441,XVGUSDT,ETHUSDT,0.02,-3.7,-3.35,0.0,3
440,XVGUSDT,BTCUSDT,0.03,-3.49,-3.35,0.0,3
1067,ACEUSDT,SNXUSDT,0.01,-3.91,-3.35,2.02,3
40,BTCUSDT,XEMUSDT,0.0,-4.44,-3.35,1568946.17,3
1106,PORTALUSDT,RIFUSDT,0.01,-3.87,-3.35,5.37,3
709,API3USDT,AMBUSDT,0.02,-3.66,-3.35,264.97,3
484,FLOWUSDT,ETHUSDT,0.04,-3.44,-3.35,0.0,3
82,LTCUSDT,UMAUSDT,0.02,-3.73,-3.35,28.34,3
990,CYBERUSDT,DOGEUSDT,0.01,-3.84,-3.35,62.88,3
693,API3USDT,LINAUSDT,0.0,-4.33,-3.35,264.32,3
517,WAXPUSDT,AXSUSDT,0.04,-3.46,-3.35,0.01,3
520,WAXPUSDT,REEFUSDT,0.03,-3.58,-3.35,29.76,3
51,ETHUSDT,ICXUSDT,0.04,-3.41,-3.35,12013.7,3
672,API3USDT,SOLUSDT,0.04,-3.45,-3.35,0.02,3
74,ETHUSDT,PERPUSDT,0.04,-3.45,-3.35,2693.61,3
72,ETHUSDT,1INCHUSDT,0.02,-3.7,-3.35,6813.8,3
58,ETHUSDT,ARPAUSDT,0.01,-3.77,-3.35,39340.41,3
582,POWRUSDT,BTCUSDT,0.02,-3.69,-3.35,0.0,3
632,JOEUSDT,AVAXUSDT,0.02,-3.64,-3.35,0.02,3
1113,AEVOUSDT,BCHUSDT,0.0,-5.33,-3.35,0.0,3
623,JOEUSDT,LRCUSDT,0.0,-4.54,-3.35,2.17,3
62,ETHUSDT,MANAUSDT,0.03,-3.57,-3.35,6349.77,3
758,STGUSDT,ETCUSDT,0.04,-3.41,-3.35,0.02,3
759,STGUSDT,WAVESUSDT,0.01,-4.06,-3.35,0.22,3
1006,NTRNUSDT,SOLUSDT,0.03,-3.5,-3.35,0.01,3
983,CYBERUSDT,ETCUSDT,0.04,-3.39,-3.35,0.36,3
853,AMBUSDT,IOTAUSDT,0.01,-4.07,-3.35,0.04,3
859,AMBUSDT,MATICUSDT,0.02,-3.65,-3.35,0.01,3
862,AMBUSDT,DOGEUSDT,0.01,-3.89,-3.35,0.06,3
864,AMBUSDT,XTZUSDT,0.03,-3.53,-3.35,0.01,3
25,BTCUSDT,STMXUSDT,0.0,-4.29,-3.35,7468121.34,3
867,AMBUSDT,BNTUSDT,0.04,-3.4,-3.35,0.01,3
22,BTCUSDT,STPTUSDT,0.03,-3.57,-3.35,1094695.77,3
846,LQTYUSDT,LITUSDT,0.0,-4.39,-3.35,1.02,3
240,RENUSDT,DASHUSDT,0.05,-3.37,-3.35,0.0,3
239,RENUSDT,ZILUSDT,0.05,-3.36,-3.35,2.67,3
1080,MANTAUSDT,BNTUSDT,0.04,-3.39,-3.35,2.9,3
229,DOGEUSDT,RADUSDT,0.01,-3.8,-3.35,0.08,3
899,GASUSDT,BANDUSDT,0.02,-3.74,-3.35,3.29,3
903,GASUSDT,TRBUSDT,0.03,-3.54,-3.35,0.09,3
377,BELUSDT,NKNUSDT,0.03,-3.55,-3.35,8.92,3
1000,NTRNUSDT,LINKUSDT,0.03,-3.55,-3.35,0.06,3
845,LQTYUSDT,CELOUSDT,0.04,-3.44,-3.35,1.35,3
843,LQTYUSDT,SKLUSDT,0.0,-4.56,-3.35,11.99,3
1037,1000SATSUSDT,ADAUSDT,0.01,-3.91,-3.35,0.0,3
784,HFTUSDT,RENUSDT,0.02,-3.7,-3.35,4.63,3
362,SUSHIUSDT,ONEUSDT,0.02,-3.61,-3.35,51.57,3
609,JOEUSDT,ETCUSDT,0.01,-3.83,-3.35,0.02,3
361,SUSHIUSDT,MATICUSDT,0.04,-3.42,-3.35,1.56,3
353,BLZUSDT,XVSUSDT,0.04,-3.45,-3.35,0.03,3
350,YFIUSDT,CTSIUSDT,0.01,-3.96,-3.35,32412.34,3
344,YFIUSDT,KEYUSDT,0.0,-5.47,-3.35,928332.63,3
32,BTCUSDT,DOTUSDT,0.05,-3.38,-3.35,8801.68,3
985,CYBERUSDT,ZILUSDT,0.0,-4.26,-3.35,378.63,3
833,LQTYUSDT,YFIUSDT,0.02,-3.61,-3.35,0.0,3
984,CYBERUSDT,ICXUSDT,0.01,-3.9,-3.35,39.79,3
842,LQTYUSDT,AXSUSDT,0.05,-3.36,-3.35,0.15,3
129,XLMUSDT,ROSEUSDT,0.0,-4.36,-3.35,1.09,3
1010,ORDIUSDT,ICXUSDT,0.04,-3.42,-3.35,208.46,2
1009,ORDIUSDT,ETCUSDT,0.01,-3.9,-3.35,1.91,2
1011,ORDIUSDT,ATOMUSDT,0.01,-3.79,-3.35,5.99,2
966,MAVUSDT,BELUSDT,0.03,-3.59,-3.35,0.36,2
1013,ORDIUSDT,XTZUSDT,0.05,-3.36,-3.35,50.32,2
216,DOGEUSDT,TRBUSDT,0.03,-3.56,-3.35,0.0,2
257,RENUSDT,SKLUSDT,0.0,-5.18,-3.35,0.73,2
259,RENUSDT,LITUSDT,0.01,-4.02,-3.35,0.06,2
266,RENUSDT,FLOWUSDT,0.0,-5.01,-3.35,0.07,2
269,HBARUSDT,USDCUSDT,0.03,-3.54,-3.35,0.1,2
920,RDNTUSDT,BELUSDT,0.01,-3.77,-3.35,0.18,2
1069,ACEUSDT,BELUSDT,0.01,-3.88,-3.35,4.93,2
371,BELUSDT,OMGUSDT,0.01,-3.8,-3.35,1.7,2
839,LQTYUSDT,BELUSDT,0.01,-3.83,-3.35,0.9,2
592,CVXUSDT,BELUSDT,0.01,-4.06,-3.35,2.18,2
631,JOEUSDT,BELUSDT,0.03,-3.49,-3.35,0.46,2
815,HIFIUSDT,BELUSDT,0.0,-6.09,-3.35,0.68,2
876,AMBUSDT,BELUSDT,0.03,-3.54,-3.35,0.01,2
1094,PIXELUSDT,XRPUSDT,0.02,-3.7,-3.35,0.95,1
1117,AEVOUSDT,SKLUSDT,0.02,-3.66,-3.35,20.11,1
1114,AEVOUSDT,CHRUSDT,0.03,-3.48,-3.35,5.85,1
1111,AEVOUSDT,DOGEUSDT,0.04,-3.43,-3.35,12.18,1
1105,PORTALUSDT,SKLUSDT,0.0,-4.3,-3.35,11.81,1
1104,PORTALUSDT,AVAXUSDT,0.04,-3.38,-3.35,0.03,1
1101,PORTALUSDT,BCHUSDT,0.01,-3.93,-3.35,0.0,1
1061,ACEUSDT,MATICUSDT,0.04,-3.39,-3.35,8.66,1
1092,PIXELUSDT,BTCUSDT,0.01,-3.91,-3.35,0.0,1
1062,ACEUSDT,DOGEUSDT,0.05,-3.35,-3.35,39.58,1
1033,BLURUSDT,RSRUSDT,0.04,-3.38,-3.35,60.27,1
1071,ACEUSDT,SKLUSDT,0.0,-4.85,-3.35,65.36,1
1016,ORDIUSDT,BNTUSDT,0.0,-4.21,-3.35,72.03,1
1068,ACEUSDT,YFIUSDT,0.02,-3.71,-3.35,0.0,1
1066,ACEUSDT,LRCUSDT,0.04,-3.38,-3.35,23.06,1
1058,ACEUSDT,WAVESUSDT,0.04,-3.43,-3.35,2.47,1
0,BTCUSDT,ADAUSDT,0.04,-3.43,-3.35,127802.74,1
1012,ORDIUSDT,DOGEUSDT,0.0,-4.64,-3.35,329.66,1
86,LTCUSDT,BAKEUSDT,0.05,-3.37,-3.35,291.86,1
132,XLMUSDT,TLMUSDT,0.01,-3.81,-3.35,6.11,1
119,XLMUSDT,KEYUSDT,0.0,-4.59,-3.35,14.63,1
98,LTCUSDT,AIUSDT,0.02,-3.65,-3.35,74.72,1
97,LTCUSDT,NFPUSDT,0.03,-3.58,-3.35,161.18,1
95,LTCUSDT,COMBOUSDT,0.03,-3.55,-3.35,108.47,1
92,LTCUSDT,APEUSDT,0.03,-3.49,-3.35,62.53,1
73,ETHUSDT,REEFUSDT,0.01,-3.97,-3.35,1268443.8,1
48,BTCUSDT,CFXUSDT,0.05,-3.36,-3.35,229494.47,1
69,ETHUSDT,AAVEUSDT,0.01,-3.95,-3.35,31.83,1
68,ETHUSDT,ALPHAUSDT,0.05,-3.36,-3.35,22951.1,1
67,ETHUSDT,XVSUSDT,0.01,-3.97,-3.35,261.53,1
65,ETHUSDT,OXTUSDT,0.03,-3.54,-3.35,26964.77,1
64,ETHUSDT,TRBUSDT,0.04,-3.39,-3.35,47.34,1
63,ETHUSDT,SANDUSDT,0.04,-3.4,-3.35,6258.36,1
139,XLMUSDT,ENSUSDT,0.0,-4.3,-3.35,0.01,1
140,XLMUSDT,PEOPLEUSDT,0.0,-5.44,-3.35,3.99,1
145,XLMUSDT,GLMUSDT,0.02,-3.59,-3.35,0.27,1
147,XLMUSDT,COMBOUSDT,0.01,-4.01,-3.35,0.15,1
149,XLMUSDT,METISUSDT,0.03,-3.53,-3.35,0.0,1
156,USDCUSDT,LTCUSDT,0.01,-4.01,-3.35,0.01,1
158,USDCUSDT,ADAUSDT,0.01,-3.85,-3.35,1.92,1
169,USDCUSDT,WAVESUSDT,0.01,-3.82,-3.35,0.36,1
172,USDCUSDT,ZILUSDT,0.01,-3.93,-3.35,34.95,1
173,USDCUSDT,ZRXUSDT,0.01,-3.86,-3.35,1.72,1
179,USDCUSDT,DASHUSDT,0.01,-3.91,-3.35,0.03,1
180,USDCUSDT,OMGUSDT,0.01,-3.91,-3.35,1.25,1
182,USDCUSDT,ENJUSDT,0.01,-3.91,-3.35,2.62,1
183,USDCUSDT,MATICUSDT,0.01,-3.9,-3.35,1.28,1
184,USDCUSDT,ATOMUSDT,0.01,-3.86,-3.35,0.11,1
201,DOGEUSDT,OMGUSDT,0.02,-3.72,-3.35,0.22,1
205,DOGEUSDT,NKNUSDT,0.01,-3.98,-3.35,1.14,1
55,ETHUSDT,DENTUSDT,0.02,-3.6,-3.35,2095443.04,1
47,BTCUSDT,LINAUSDT,0.02,-3.65,-3.35,6289728.16,1
218,DOGEUSDT,XVSUSDT,0.01,-4.03,-3.35,0.01,1
13,BTCUSDT,DENTUSDT,0.03,-3.51,-3.35,42649654.07,1
24,BTCUSDT,CTSIUSDT,0.04,-3.4,-3.35,284900.66,1
19,BTCUSDT,KAVAUSDT,0.03,-3.51,-3.35,83580.66,1
18,BTCUSDT,NKNUSDT,0.03,-3.53,-3.35,439913.21,1
16,BTCUSDT,XTZUSDT,0.02,-3.64,-3.35,59448.46,1
15,BTCUSDT,BANDUSDT,0.01,-3.9,-3.35,37212.25,1
14,BTCUSDT,KEYUSDT,0.05,-3.37,-3.35,8157847.13,1
11,BTCUSDT,ATOMUSDT,0.03,-3.48,-3.35,7057.62,1
46,BTCUSDT,ALICEUSDT,0.04,-3.43,-3.35,44308.49,1
10,BTCUSDT,OMGUSDT,0.04,-3.39,-3.35,83742.53,1
9,BTCUSDT,DASHUSDT,0.01,-3.78,-3.35,2028.77,1
6,BTCUSDT,ZILUSDT,0.02,-3.7,-3.35,2331981.14,1
4,BTCUSDT,ICXUSDT,0.01,-3.79,-3.35,244617.43,1
3,BTCUSDT,ETCUSDT,0.01,-3.85,-3.35,2252.22,1
2,BTCUSDT,IOTAUSDT,0.01,-3.8,-3.35,253111.36,1
26,BTCUSDT,LRCUSDT,0.04,-3.46,-3.35,225664.3,1
27,BTCUSDT,SXPUSDT,0.02,-3.73,-3.35,169614.76,1
28,BTCUSDT,STORJUSDT,0.03,-3.51,-3.35,109379.65,1
29,BTCUSDT,MANAUSDT,0.02,-3.76,-3.35,129289.37,1
30,BTCUSDT,CRVUSDT,0.04,-3.41,-3.35,128508.45,1
31,BTCUSDT,SANDUSDT,0.02,-3.64,-3.35,127422.18,1
33,BTCUSDT,RSRUSDT,0.04,-3.46,-3.35,8740290.59,1
34,BTCUSDT,TRBUSDT,0.03,-3.59,-3.35,962.85,1
35,BTCUSDT,RUNEUSDT,0.04,-3.45,-3.35,10751.76,1
36,BTCUSDT,XVSUSDT,0.01,-3.87,-3.35,5321.0,1
37,BTCUSDT,ALPHAUSDT,0.03,-3.56,-3.35,467064.1,1
38,BTCUSDT,AUDIOUSDT,0.04,-3.43,-3.35,298065.95,1
39,BTCUSDT,AXSUSDT,0.04,-3.43,-3.35,8010.57,1
42,BTCUSDT,1INCHUSDT,0.02,-3.68,-3.35,138728.7,1
43,BTCUSDT,REEFUSDT,0.02,-3.65,-3.35,25806394.46,1
44,BTCUSDT,LITUSDT,0.04,-3.41,-3.35,54345.97,1
45,BTCUSDT,CAKEUSDT,0.04,-3.45,-3.35,20398.52,1
215,DOGEUSDT,RSRUSDT,0.05,-3.36,-3.35,22.58,1
219,DOGEUSDT,ALPHAUSDT,0.03,-3.53,-3.35,1.21,1
998,NTRNUSDT,BTCUSDT,0.03,-3.52,-3.35,0.0,1
762,STGUSDT,MATICUSDT,0.01,-4.05,-3.35,0.79,1
826,LQTYUSDT,ONEUSDT,0.03,-3.53,-3.35,52.58,1
825,LQTYUSDT,MATICUSDT,0.01,-3.83,-3.35,1.59,1
823,LQTYUSDT,ETCUSDT,0.03,-3.48,-3.35,0.04,1
812,HIFIUSDT,BALUSDT,0.04,-3.45,-3.35,0.22,1
806,HIFIUSDT,DOGEUSDT,0.04,-3.46,-3.35,5.54,1
781,HFTUSDT,OMGUSDT,0.01,-3.93,-3.35,0.45,1
757,STGUSDT,ETHUSDT,0.04,-3.41,-3.35,0.0,1
586,CVXUSDT,DOGEUSDT,0.03,-3.57,-3.35,17.77,1
756,STGUSDT,BTCUSDT,0.04,-3.4,-3.35,0.0,1
695,API3USDT,BAKEUSDT,0.0,-4.52,-3.35,9.07,1
642,JOEUSDT,LINAUSDT,0.0,-4.51,-3.35,61.68,1
617,JOEUSDT,DOGEUSDT,0.04,-3.4,-3.35,3.74,1
614,JOEUSDT,MATICUSDT,0.02,-3.65,-3.35,0.82,1
591,CVXUSDT,YFIUSDT,0.03,-3.5,-3.35,0.0,1
830,LQTYUSDT,LRCUSDT,0.02,-3.75,-3.35,4.23,1
832,LQTYUSDT,STORJUSDT,0.04,-3.46,-3.35,2.05,1
835,LQTYUSDT,DOTUSDT,0.03,-3.52,-3.35,0.16,1
854,AMBUSDT,ETCUSDT,0.01,-3.82,-3.35,0.0,1
905,GASUSDT,XVSUSDT,0.01,-3.96,-3.35,0.47,1
915,RDNTUSDT,DOGEUSDT,0.0,-4.23,-3.35,1.47,1
917,RDNTUSDT,BNTUSDT,0.04,-3.38,-3.35,0.32,1
931,EDUUSDT,ONEUSDT,0.02,-3.64,-3.35,29.68,1
938,EDUUSDT,DOTUSDT,0.05,-3.35,-3.35,0.09,1
941,EDUUSDT,AVAXUSDT,0.02,-3.7,-3.35,0.02,1
942,EDUUSDT,SKLUSDT,0.0,-4.29,-3.35,6.76,1
959,MAVUSDT,MATICUSDT,0.02,-3.64,-3.35,0.63,1
960,MAVUSDT,DOGEUSDT,0.02,-3.69,-3.35,2.89,1
968,MAVUSDT,SKLUSDT,0.0,-4.96,-3.35,4.78,1
988,CYBERUSDT,MATICUSDT,0.02,-3.73,-3.35,13.75,1
989,CYBERUSDT,ONEUSDT,0.01,-3.78,-3.35,455.75,1
993,CYBERUSDT,XTZUSDT,0.02,-3.74,-3.35,9.6,1
590,CVXUSDT,BNTUSDT,0.03,-3.5,-3.35,3.89,1
581,ENSUSDT,XRPUSDT,0.01,-4.03,-3.35,30.03,1
224,DOGEUSDT,GTCUSDT,0.01,-3.86,-3.35,0.12,1
343,YFIUSDT,DENTUSDT,0.04,-3.46,-3.35,4852914.18,1
437,MASKUSDT,BTCUSDT,0.05,-3.36,-3.35,0.0,1
427,BADGERUSDT,WAVESUSDT,0.03,-3.53,-3.35,1.85,1
405,UNFIUSDT,WAVESUSDT,0.03,-3.49,-3.35,1.59,1
380,UNIUSDT,RVNUSDT,0.04,-3.45,-3.35,250.53,1
351,BALUSDT,OMGUSDT,0.02,-3.64,-3.35,5.4,1
345,YFIUSDT,BANDUSDT,0.03,-3.47,-3.35,4235.11,1
341,YFIUSDT,ATOMUSDT,0.02,-3.6,-3.35,801.94,1
580,ENSUSDT,ETHUSDT,0.04,-3.44,-3.35,0.01,1
338,YFIUSDT,OMGUSDT,0.03,-3.53,-3.35,9543.12,1
315,KNCUSDT,XRPUSDT,0.01,-3.92,-3.35,1.19,1
250,RENUSDT,DOTUSDT,0.03,-3.55,-3.35,0.01,1
246,RENUSDT,LRCUSDT,0.01,-4.02,-3.35,0.26,1
243,RENUSDT,MATICUSDT,0.01,-3.95,-3.35,0.1,1
238,RENUSDT,ETCUSDT,0.04,-3.4,-3.35,0.0,1
446,C98USDT,BTCUSDT,0.05,-3.37,-3.35,0.0,1
447,C98USDT,ETHUSDT,0.01,-3.91,-3.35,0.0,1
452,C98USDT,BNTUSDT,0.01,-3.79,-3.35,0.43,1
473,QNTUSDT,KEYUSDT,0.02,-3.6,-3.35,13554.64,1
474,QNTUSDT,CHZUSDT,0.03,-3.51,-3.35,873.58,1
477,QNTUSDT,FRONTUSDT,0.0,-4.2,-3.35,114.93,1
478,QNTUSDT,AUCTIONUSDT,0.02,-3.74,-3.35,5.68,1
483,FLOWUSDT,BTCUSDT,0.03,-3.54,-3.35,0.0,1
506,WAXPUSDT,BANDUSDT,0.05,-3.36,-3.35,0.04,1
527,WAXPUSDT,PEOPLEUSDT,0.01,-3.79,-3.35,2.56,1
533,WAXPUSDT,PIXELUSDT,0.0,-4.39,-3.35,0.14,1
534,WAXPUSDT,METISUSDT,0.01,-3.83,-3.35,0.0,1
539,IDEXUSDT,BTCUSDT,0.02,-3.66,-3.35,0.0,1
563,ILVUSDT,BTCUSDT,0.01,-3.8,-3.35,0.0,1
568,YGGUSDT,BTCUSDT,0.0,-4.69,-3.35,0.0,1
569,YGGUSDT,ETHUSDT,0.0,-4.58,-3.35,0.0,1
570,RADUSDT,ONEUSDT,0.02,-3.7,-3.35,89.83,1
576,MOVRUSDT,ONEUSDT,0.01,-3.8,-3.35,643.4,1
