,OCEANUSDT,AGIXUSDT,Spread,Zscore
341,1.01265561,0.98390683,-0.0007684249000001753,-0.22032923972829074
342,1.01040401,0.9822,-0.001261989999999935,-0.3029567096950993
343,1.01463967,0.9879,-0.0028973300000001423,-0.6838504090985813
344,1.0404,1.0089,0.0012330000000000396,0.497557507205279
345,1.03703741,1.00144983,0.005544085099999707,1.5199053283859167
346,1.04337144,1.00787555,0.005259623499999977,1.326021249295313
347,1.04418547,1.01122488,0.0026238435999998977,0.5902302278830582
348,1.03458757,0.9972,0.007471570000000094,1.6314314726117258
349,1.0198,0.98603468,0.004184279600000007,0.7565372642327377
350,1.01534785,0.99067763,-0.005050108900000128,-1.3516741075697964
351,1.01790815,0.99849859,-0.01054539770000007,-2.167116061563415
352,1.0071037,0.99361078,-0.016315403399999928,-2.6092608800942227
353,1.0096,0.9974,-0.017722000000000016,-2.362016282273395
354,1.01289229,0.99789147,-0.01493592410000022,-1.714611325278094
355,1.00357344,0.98628798,-0.01230317939999992,-1.2837394567595806
356,1.01706585,0.9965,-0.00932915000000012,-0.8270063757059728
357,1.0153,0.9872,-0.0015159999999998508,0.15196439592896516
358,1.01854657,0.99472252,-0.006017625599999965,-0.4052536263684825
359,1.01903779,0.9942,-0.0049882100000000484,-0.22734877889092187
360,1.0200377,0.99456174,-0.004360892200000022,-0.08690433623442645
361,1.01684788,0.9955,-0.008517120000000045,-0.5700850595840643
362,1.0138,0.99301967,-0.009010260099999945,-0.5819456972506492
363,1.01968924,0.9989,-0.009177760000000035,-0.5523863942523073
364,1.0156126,0.9978,-0.01212140000000006,-0.8727647809799766
365,1.0447,1.02377378,-0.00978699340000011,-0.5028776176107911
366,1.0360985,1.0224,-0.016973499999999975,-1.3443696503943696
367,1.0246,1.0088,-0.014464000000000032,-0.9264734572714034
368,1.01378442,0.98848472,-0.004354841600000103,0.6131717630345396
369,1.01193675,0.9837,-0.0012742500000000323,1.3136517938814787
370,1.0179385,0.99245868,-0.004293940399999974,0.976893519516041
371,1.00862298,0.98830077,-0.009326813100000164,0.01422986298424522
372,1.001,0.9827,-0.011181000000000108,-0.3554685397728615
373,1.01611024,0.99744689,-0.011260056700000076,-0.44131766898760283
374,1.00616475,0.9918,-0.015389250000000132,-1.3997751506970315
375,1.0079,0.9952,-0.01715599999999995,-1.704847455164714
376,1.0071,0.9952,-0.01795599999999986,-1.6954524908447666
377,1.01594363,1.0031,-0.01724937000000004,-1.401131410138983
378,1.0318,1.02001477,-0.018815213099999895,-1.5447328435634788
379,1.0352,1.0247,-0.020241000000000176,-1.6013777498704087
380,1.0268,1.01426694,-0.01789494820000015,-1.0737682830906303
381,1.0213,1.0034,-0.012202000000000046,0.021745463966885027
382,1.0207,1.00413104,-0.013554971200000265,-0.19217710276264496
383,1.02134993,1.004,-0.012770069999999967,-0.006755338909007937
384,1.0254,1.0031,-0.007792999999999939,0.939773436518552
385,1.0213,0.99841355,-0.00706595649999997,1.005959444809157
386,1.01492566,0.994312,-0.009215699999999938,0.5958602441181433
387,1.00648643,0.99571882,-0.019103954600000028,-1.2096911220360798
388,1.0118,0.9972,-0.015315999999999885,-0.5063670124291133
389,1.0164,0.998,-0.011540000000000106,0.26115140575598184
390,1.02246005,1.00601779,-0.013738273700000025,-0.058698814973603464
391,1.0147,1.0016,-0.016948000000000185,-0.7284979574337435
392,1.01971208,1.0022,-0.012553919999999996,0.44249510731827296
393,1.04091287,1.02199407,-0.011741022100000054,0.6670410713657302
394,1.04225604,1.02373099,-0.012186879699999986,0.565469217877456
395,1.0366,1.02268489,-0.01676543670000008,-0.6332738692187964
396,1.04071438,1.02571785,-0.015775005499999883,-0.39269564678874075
397,1.042847,1.02631878,-0.014261343399999848,-0.03599526703772634
398,1.04968014,1.03222748,-0.013514164400000084,0.12247283552644551
399,1.0538,1.0345,-0.011734999999999829,0.5487583786927501
400,1.08099658,1.06402232,-0.014946409600000043,-0.5120022796914727
401,1.07601068,1.0631386,-0.01902207800000011,-1.76067344561206
402,1.04734737,1.03512281,-0.018829124300000055,-1.508099828639799
403,1.03176695,1.0199,-0.018730050000000054,-1.3382438210454124
404,1.01317518,1.0007,-0.017545820000000045,-0.9222200988587801
405,1.0065,0.98989824,-0.013095187200000025,0.4100749903936901
406,1.02002465,1.00340615,-0.013483684499999926,0.4452551520149151
407,1.0028,0.9873,-0.014118999999999993,0.3395865642608195
408,1.00411765,0.9914,-0.01702435000000002,-0.8644896762377811
409,0.9848,0.96585569,-0.010031360700000103,1.725439428433962
410,0.98826066,0.9695,-0.010324340000000043,1.5465889214515571
411,0.96469182,0.94018719,-0.0037009856999999924,2.8593080628002996
412,0.9726221,0.9466,-0.0023758999999999864,2.5176524958604145
413,0.97071401,0.9484,-0.006137990000000038,1.4954133920643866
414,0.95369915,0.93145547,-0.005699984099999944,1.4447950949634747
415,0.95672729,0.93299043,-0.004252852900000104,1.5535082475236348
416,0.9474,0.9268,-0.007203999999999988,0.9039978963953962
417,0.9574843,0.9355,-0.00608070000000005,1.0144618484185726
